,title,n_enrolled,course_type,institution,instructors,Level,subject,language,subtitles,course_effort,course_length,price
157,Foundations of Modern Finance  I,24108,Instructor-led on a course schedule,Massachusetts Institute of Technology,Leonid Kogan-Jiang Wang-Egor Matveyev,Advanced,Economics & Finance,English,English,10–14 hours per week,12,450.0
158,Operations Management,126093,Self-paced on your time,Indian Institute of Management Bangalore,B. Mahadevan,Intermediate,Business & Management,English,"English, हिन्दी",2–4 hours per week,7,150.0
159,Marketing Management,80010,Self-paced on your time,Indian Institute of Management Bangalore,Ashis Mishra,Intermediate,Business & Management,English,"English, हिन्दी",2–4 hours per week,9,150.0
160,Marketing enfocado en la estrategia de servicios,24618,Self-paced on your time,Universidad Nacional de Córdoba,Gerardo Heckmann,Introductory,Business & Management,Español,"English, Español",5–7 hours per week,6,119.0
161,Introduction to Marketing,169126,Self-paced on your time,University of British Columbia,Darren Dahl-Paul Cubbon,Introductory,Business & Management,English,English,3–5 hours per week,6,150.0
162,Programming Basics,215059,Self-paced on your time,IITBombay,Deepak B. Phatak-Supratik Chakraborty-Nagesh Karmali-Firuza Karmali (Aibara),Introductory,Computer Science,English,English,6–8 hours per week,9,149.0
163,Probability and Statistics in Data Science using Python,106286,Self-paced on your time,"The University of California, San Diego",Alon Orlitsky-Yoav Freund,Advanced,Data Analysis & Statistics,English,English,10–12 hours per week,10,350.0
164,HTML5 Coding Essentials and Best Practices,241287,Self-paced on your time,The World Wide Web Consortium (W3C),Michel Buffa,Intermediate,Computer Science,English,English,6–8 hours per week,6,199.0
165,First Nights - Beethoven's 9th Symphony and the 19th Century Orchestra,37426,Self-paced on your time,Harvard University,Thomas Forrest Kelly,Introductory,Humanities,English,English,3–5 hours per week,3,49.0
166,Cell Biology: Mitochondria,64142,Self-paced on your time,Harvard University,Robert A. Lue,Introductory,Biology & Life Sciences,English,English,2–4 hours per week,4,99.0
167,"Algorithms: Design and Analysis, Part 1",20163,Self-paced on your time,Stanford University,Tim Roughgarden,Intermediate,Computer Science,English,English,2–4 hours per week,6,149.0
168,Introducción al Office 365,16470,Self-paced on your time,Universitat Politècnica de Valencia,Jaime Busquets Mataix-Roberto Vivó-Ignacio Despujol Zabala,Introductory,Computer Science,Español,Español,2–3 hours per week,7,75.0
169,Creative Thinking: Techniques and Tools for Success,54787,Self-paced on your time,Imperial College London,Peter Childs,Introductory,Humanities,English,English,2–4 hours per week,7,49.0
170,Upper-Intermediate English: Business and Technology,47451,Self-paced on your time,Universitat Politècnica de Valencia,Prof. Ana Gimeno,Intermediate,Language,English,English,3–5 hours per week,4,50.0
171,Shakespeare's Hamlet: The Ghost,38331,Self-paced on your time,Harvard University,Stephen Greenblatt,Introductory,Humanities,English,English,5–7 hours per week,4,49.0
172,FlashDiet: Aprende a comer sano,48105,Self-paced on your time,Universitat Politècnica de Valencia,Purificación García Segovia-Mª Jesús Pagán Moreno-Cruz Martínez Rosillo-José Miguel Soriano del Castillo,Introductory,Food & Nutrition,Español,Español,2–3 hours per week,5,50.0
173,CS50's Understanding Technology,50030,Self-paced on your time,Harvard University,David J. Malan,Introductory,Computer Science,English,English,2–6 hours per week,6,90.0
174,Introduction to Aerospace Structures and Materials,37126,Self-paced on your time,Delft University of Technology,Jos Sinke-Calvin Rans-Gillian Saunders-Smits-René Alderliesten,Introductory,Engineering,English,English,4–6 hours per week,8,50.0
175,Visualizing Data with Python,42101,Self-paced on your time,IBM,Alex Aklson,Intermediate,Data Analysis & Statistics,English,English,2–4 hours per week,5,39.0
176,Success: Practical Thinking Skills,24414,Self-paced on your time,The Hong Kong Polytechnic University,Jack Chun,Introductory,Philosophy & Ethics,English,English,4–6 hours per week,4,50.0
177,English for Doing Business in Asia – Speaking,68422,Self-paced on your time,The Hong Kong University of Science and Technology,Sean McMinn-Delian Gaskell,Introductory,Humanities,English,English,3–4 hours per week,7,60.0
178,Nutrition and Health: Macronutrients and Overnutrition,208582,Self-paced on your time,Wageningen University & Research,Sander Kersten,Introductory,Biology & Life Sciences,English,English,6–8 hours per week,9,99.0
179,"Contemporary China: The People's Republic, Taiwan, and Hong Kong",66771,Self-paced on your time,Harvard University,Peter K. Bol-William C. Kirby,Introductory,History,English,"English, 中文",1–3 hours per week,15,139.0
180,Introduction to Clinical Psychology,57234,Self-paced on your time,The University of Queensland,Blake McKimmie-Nancy Pachana-Vanessa Cobham,Introductory,Humanities,English,English,1–2 hours per week,7,99.0
181,Modern Masterpieces of World Literature,48049,Self-paced on your time,Harvard University,David Damrosch-Martin Puchner,Introductory,Literature,English,English,3–6 hours per week,8,99.0
182,"Citizen Politics in America: Public Opinion, Elections, Interest Groups, and the Media",24259,Self-paced on your time,Harvard University,Thomas E. Patterson,Introductory,Social Sciences,English,English,2–4 hours per week,4,49.0
183,Applied Scrum for Agile Project Management,55293,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",John Johnson,Advanced,Engineering,English,English,2–3 hours per week,4,199.0
184,Corporate Finance,62798,Self-paced on your time,Indian Institute of Management Bangalore,Ashok Thampy,Intermediate,Business & Management,English,"English, हिन्दी",3–5 hours per week,5,150.0
185,Judaism Through Its Scriptures,50540,Self-paced on your time,Harvard University,Shaye Cohen-Matthew Hass,Introductory,Humanities,English,English,5–10 hours per week,4,99.0
186,Excel avanzado: importación y análisis de datos,47184,Self-paced on your time,Universitat Politècnica de Valencia,Ignacio Despujol Zabala-Jaime Busquets Mataix,Advanced,Data Analysis & Statistics,Español,Español,3–4 hours per week,8,75.0
187,CSS Basics,95163,Self-paced on your time,The World Wide Web Consortium (W3C),Kasey Champion,Introductory,Computer Science,English,English,5–7 hours per week,5,199.0
188,Unlocking Information Security: Part I,19905,Self-paced on your time,IsraelX-Tel Aviv University,Avishai Wool-Dan Gittik,Intermediate,Computer Science,English,"اللغة العربية, English, עברית",4–6 hours per week,6,149.0
189,Becoming an Effective Leader,55937,Self-paced on your time,The University of Queensland,Terrance Fitzsimmons,Intermediate,Communication,English,English,8–10 hours per week,10,99.0
190,Digital Branding and Engagement,122977,Self-paced on your time,Curtin University,Sonia Dickinson,Intermediate,Communication,English,English,3–4 hours per week,4,99.0
191,Introduction to Cybersecurity,73021,Self-paced on your time,University of Washington,Barbara Endicott-Popovsky,Introductory,Computer Science,English,English,2–5 hours per week,6,199.0
192,General Academic English|生活英语进阶,17526,Self-paced on your time,Tsinghua University,Fang Yang,Introductory,Language,English,English,3–4 hours per week,8,49.0
193,Gestión de personas: Recursos Humanos,19687,Self-paced on your time,Universidad Nacional de Córdoba,Claudia Martínez,Introductory,Business & Management,Español,"English, Español",5–7 hours per week,5,119.0
194,From Poverty to Prosperity: Understanding Economic Development,91062,Self-paced on your time,University of Oxford,Paul Collier,Intermediate,Social Sciences,English,English,2–3 hours per week,6,149.0
195,Medical Terminology,31354,Self-paced on your time,Doane University,"Amanda McKinney, MD, FACLM",Introductory,Biology & Life Sciences,English,English,5–10 hours per week,8,79.0
196,Ancient Masterpieces of World Literature,48899,Self-paced on your time,Harvard University,David Damrosch-Martin Puchner,Introductory,Literature,English,English,3–6 hours per week,6,99.0
197,Shakespeare's The Merchant of Venice: Shylock,23283,Self-paced on your time,Harvard University,Stephen Greenblatt,Introductory,Humanities,English,English,5–7 hours per week,4,49.0
198,Gestión del estrés y Mindfulness,15965,Self-paced on your time,Universidades Anáhuac,Psic. José Jesús Karam Espósitos,Introductory,Health & Safety,Español,Español,4–5 hours per week,4,49.0
199,Behavioural Economics in Action,66764,Self-paced on your time,University of Toronto,Dilip Soman,Introductory,Business & Management,English,English,4–5 hours per week,6,139.0
200,Finance for Everyone: Smart Tools for Decision-Making,45029,Self-paced on your time,The University of Michigan,Gautam Kaul,Introductory,Business & Management,English,English,5–6 hours per week,6,49.0
201,Creating Innovative Business Models,12227,Self-paced on your time,"University System of Maryland-The University of Maryland, College Park",James Green,Introductory,Business & Management,English,English,2–3 hours per week,4,149.0
202,u.lab: Leading From the Emerging Future,79424,Self-paced on your time,Massachusetts Institute of Technology,Otto Scharmer-Dayna Cunningham-Kelvy Bird-Arawana Hayashi,Introductory,Business & Management,English,"English, Español, Français, עברית, Indonesian, Italiano, 日本語, Português, Türkçe",4–6 hours per week,14,99.0
203,Electric Cars: Introduction,56171,Self-paced on your time,Delft University of Technology,Pavol Bauer-Margot Weijnen-Frank Rieck,Intermediate,Engineering,English,English,4–5 hours per week,4,50.0
204,Inteligencia Artificial para todos: Domina los fundamentos,11764,Self-paced on your time,IBM,Rav Ahuja,Introductory,Computer Science,Español,Español,1–2 hours per week,4,49.0
205,Marketing Analytics,55228,Instructor-led on a course schedule,Columbia University,Kamel Jedidi-Asim Ansari,Advanced,Business & Management,English,English,8–10 hours per week,12,249.0
206,Introducción a la Regulación Emocional basada en Mindfulness,20634,Self-paced on your time,Universidad Autónoma de Madrid,Beatriz Rodríguez Vega-Carmen Bayón Pérez-Ángela Palao Tarrero-Ainoa Muñoz San José,Introductory,Health & Safety,Español,Español,5–6 hours per week,4,49.0
207,Design Thinking Fundamentals,56446,Self-paced on your time,Rochester Institute of Technology,Lorraine Justice-Dan Harel,Intermediate,Business & Management,English,English,8–12 hours per week,6,299.0
208,Basic Spanish 3: Getting there,17569,Self-paced on your time,Universitat Politècnica de Valencia,Prof. Ana Gimeno-Cristina Navarro,Introductory,Language,English,"English, Español",3–4 hours per week,4,50.0
209,Mi propia huerta orgánica,11346,Self-paced on your time,Universidad Nacional de Córdoba,Patricia Gil-Paola Campitelli-Laura Vargas-Leandro Carbelo,Introductory,Biology & Life Sciences,Español,Español,1–2 hours per week,4,29.0
210,Sustainability in Architecture: An Interdisciplinary Introduction,31352,Self-paced on your time,Universitat Politècnica de Valencia,María Valles-Planells-Elena de la Poza-Plaza-Naoko Ellis-Kas Hemmes,Intermediate,Architecture,English,English,3–4 hours per week,4,50.0
211,Gestión de riesgos en proyectos de desarrollo,47676,Self-paced on your time,Inter-American Development Bank,Vanessa Sayos-Santiago Fretes-Allan Quijano,Intermediate,Business & Management,Español,Español,2–3 hours per week,10,25.0
212,Python Data Structures,36369,Self-paced on your time,The University of Michigan,Charles Severance,Introductory,Computer Science,English,English,2–4 hours per week,7,49.0
213,The Science and Business of Biotechnology,17039,Self-paced on your time,Massachusetts Institute of Technology,Andrew W. Lo-Harvey F. Lodish-Zied Ben Chaouch,Intermediate,Business & Management,English,English,10–12 hours per week,16,49.0
214,Finance Essentials,63666,Self-paced on your time,Imperial College Business School-Imperial College London,Robert Kosowski,Introductory,Business & Management,English,English,2–4 hours per week,6,79.0
215,Introduction to the Internet of Things (IoT),89421,Self-paced on your time,Curtin University,Iain Murray AM-Joshua Gilchrist,Introductory,Computer Science,English,English,2–3 hours per week,6,149.0
216,'Talk to me': Improving mental health and suicide prevention in young adults,11481,Self-paced on your time,Curtin University,Ben Milbourn-Craig Thompson-Viktor Kacic-Sonya Girdler,Introductory,Health & Safety,English,English,2–3 hours per week,6,139.0
